"rangeS","SpeedX"
"(12.5,15.6]",-7.52544101845188
"(12.5,15.6]",-5.10464521376398
"(12.5,15.6]",47.1051904084738
"(12.5,15.6]",13.3301503129741
"(12.5,15.6]",19.7183186020919
"(12.5,15.6]",15.7689677910479
"(12.5,15.6]",6.64830492787206
"(12.5,15.6]",12.2289810638881
"(15.6,1e+03]",21.909549850878
"(12.5,15.6]",0.648869442714024
"(12.5,15.6]",6.31470457499988
"(12.5,15.6]",-4.62354127831195
"(12.5,15.6]",0.909527851115856
"(12.5,15.6]",9.83603270916
"(12.5,15.6]",12.275227231788
"(12.5,15.6]",4.06074646701008
"(12.5,15.6]",2.54885457354594
"(12.5,15.6]",4.82199952384199
"(12.5,15.6]",5.68807903618817
"(12.5,15.6]",-2.83264993753219
"(15.6,1e+03]",5.88109763677212
"(15.6,1e+03]",31.8607785344279
"(12.5,15.6]",4.30303428114603
"(12.5,15.6]",18.1596566417099
"(12.5,15.6]",-1.14484966480786
"(12.5,15.6]",-4.44306920607614
"(12.5,15.6]",4.48147143069018
"(12.5,15.6]",24.4762084541459
"(12.5,15.6]",-1.67796403906214
"(12.5,15.6]",8.33771489480412
"(12.5,15.6]",11.99010052113
"(12.5,15.6]",-3.58719850042198
"(15.6,1e+03]",16.9842892546739
"(15.6,1e+03]",13.1937454677479
"(15.6,1e+03]",12.16530933324
"(15.6,1e+03]",13.5338066662322
"(12.5,15.6]",0.162159845357837
"(12.5,15.6]",13.8021778202222
"(12.5,15.6]",-6.86375683829412
"(12.5,15.6]",14.3117348226298
"(12.5,15.6]",17.3010047884021
"(12.5,15.6]",-1.67736098691584
"(12.5,15.6]",3.66183687514185
"(12.5,15.6]",5.39387926427398
"(15.6,1e+03]",-8.61444722344824
"(15.6,1e+03]",-19.4214165275039
"(15.6,1e+03]",-6.34718951105394
"(15.6,1e+03]",1.31426097800404
"(15.6,1e+03]",-4.61270571562199
"(15.6,1e+03]",2.03767255671601
"(15.6,1e+03]",6.98843581210806
"(15.6,1e+03]",19.617039939378
"(15.6,1e+03]",10.6765633180918
"(15.6,1e+03]",5.18735587744814
"(15.6,1e+03]",18.7840484792999
"(15.6,1e+03]",15.1228936062299
"(15.6,1e+03]",15.1515494605501
"(15.6,1e+03]",9.79376685470406
"(15.6,1e+03]",27.0068016858419
"(15.6,1e+03]",9.13188731969988
"(15.6,1e+03]",-14.3150660132221
"(15.6,1e+03]",11.8974240321361
"(15.6,1e+03]",26.62176396774
"(15.6,1e+03]",6.11628539416806
"(15.6,1e+03]",4.6829642772238
"(12.5,15.6]",6.16580600248818
"(12.5,15.6]",25.744874701518
"(12.5,15.6]",24.6727480350061
"(12.5,15.6]",32.5227005760958
"(12.5,15.6]",20.3463728599261
"(12.5,15.6]",16.8610480913521
"(12.5,15.6]",0.370586941763941
"(12.5,15.6]",15.0508357137121
"(12.5,15.6]",-6.43324021235412
"(12.5,15.6]",-7.36799054146794
"(12.5,15.6]",19.3469243826719
"(12.5,15.6]",-12.2889570397078
"(12.5,15.6]",-25.9374566245801
"(12.5,15.6]",-2.74438153016999
"(12.5,15.6]",6.09866119550388
"(12.5,15.6]",4.45549700714401
"(12.5,15.6]",12.6620755325939
"(12.5,15.6]",40.1132126101142
"(12.5,15.6]",16.8149881937639
"(12.5,15.6]",23.3167118951519
"(12.5,15.6]",21.3054597166981
"(12.5,15.6]",1.21721627361012
"(12.5,15.6]",3.98176166706598
"(15.6,1e+03]",-4.11542172628806
"(15.6,1e+03]",10.1733977713259
"(15.6,1e+03]",16.1048363782859
"(15.6,1e+03]",27.2191880746802
"(15.6,1e+03]",16.3492141393439
"(15.6,1e+03]",29.37939737742
"(12.5,15.6]",-5.45307726410992
"(12.5,15.6]",0.777352155593964
"(12.5,15.6]",-5.51224833980414
"(12.5,15.6]",-14.3816845859879
"(15.6,1e+03]",7.94084507247018
"(15.6,1e+03]",-1.66440826807211
"(15.6,1e+03]",1.45182996724189
"(15.6,1e+03]",-1.53741267432597
"(15.6,1e+03]",11.6720500852682
"(15.6,1e+03]",-3.7981836803041
"(15.6,1e+03]",20.8425800389381
"(15.6,1e+03]",18.298252887162
"(15.6,1e+03]",26.6797075864559
"(15.6,1e+03]",9.10707163203012
"(15.6,1e+03]",2.05332002891401
"(15.6,1e+03]",0.437632281701917
"(15.6,1e+03]",-11.4302535382861
"(15.6,1e+03]",-2.07746578634387
"(15.6,1e+03]",9.79856685403818
"(15.6,1e+03]",-5.87450005834216
"(15.6,1e+03]",-10.1258878871761
"(12.5,15.6]",3.70750008861605
"(12.5,15.6]",12.5752265602919
"(12.5,15.6]",4.43842511617204
"(12.5,15.6]",-6.30183242691612
"(12.5,15.6]",0.81498117421206
"(12.5,15.6]",28.258535370726
"(12.5,15.6]",-4.39391665082412
"(12.5,15.6]",-3.98374622301581
"(12.5,15.6]",-20.659468213356
"(12.5,15.6]",-13.6645430269081
"(12.5,15.6]",-6.44059824102594
"(12.5,15.6]",-23.0008565070119
"(12.5,15.6]",13.2824355812459
"(12.5,15.6]",6.13291916583612
"(12.5,15.6]",-2.32696049972401
"(12.5,15.6]",-13.4333724186241
"(12.5,15.6]",-0.827557914407952
"(12.5,15.6]",8.67822246259812
"(12.5,15.6]",41.6908857816298
"(12.5,15.6]",16.4686002364981
"(12.5,15.6]",4.45141618416001
"(12.5,15.6]",-9.97257635064606
"(12.5,15.6]",-5.1993530248139
"(12.5,15.6]",-13.8779067288421
"(15.6,1e+03]",10.9859794601042
"(15.6,1e+03]",6.75058069507794
"(15.6,1e+03]",9.20546680103388
"(15.6,1e+03]",-0.900257520198012
"(15.6,1e+03]",0.493453257413966
"(15.6,1e+03]",-1.47183828107399
"(15.6,1e+03]",-21.1627845709199
"(15.6,1e+03]",10.1994935120701
"(15.6,1e+03]",6.550234267386
"(15.6,1e+03]",-0.193283080140008
"(15.6,1e+03]",17.4623309729039
"(15.6,1e+03]",6.92314307246406
"(12.5,15.6]",-9.20515561128588
"(12.5,15.6]",-29.2917084116101
"(12.5,15.6]",-35.2945011543
"(12.5,15.6]",-17.2270319960581
"(12.5,15.6]",-18.0230313066059
"(12.5,15.6]",-25.9084534831441
"(12.5,15.6]",-2.38116395697598
"(12.5,15.6]",-5.89686924600601
"(12.5,15.6]",-26.4488413743478
"(12.5,15.6]",2.53775009124593
"(12.5,15.6]",5.37214875544787
"(12.5,15.6]",5.8330575442742
"(12.5,15.6]",-7.16757595675818
"(12.5,15.6]",-19.8595766841839
"(12.5,15.6]",-3.23498780257796
"(12.5,15.6]",-26.1808943566259
"(12.5,15.6]",-25.5135642980101
"(12.5,15.6]",-12.9408721607639
"(12.5,15.6]",-13.2606435769561
"(12.5,15.6]",-2.18369241812998
"(12.5,15.6]",-14.9533554741179
"(12.5,15.6]",-12.077742832284
"(12.5,15.6]",-22.639991054292
"(12.5,15.6]",-10.3585888848721
"(12.5,15.6]",-9.14224927306806
"(12.5,15.6]",0.294884355150225
"(12.5,15.6]",-4.73379363119411
"(12.5,15.6]",-1.15906013694612
"(12.5,15.6]",3.15944901371413
"(12.5,15.6]",-0.486065767283981
"(12.5,15.6]",-14.416412895294
"(12.5,15.6]",-13.0039253037301
"(12.5,15.6]",-0.907698310752042
"(12.5,15.6]",1.58567703954022
"(12.5,15.6]",-6.65267428944006
"(12.5,15.6]",-3.53584466569792
"(12.5,15.6]",-17.050111693512
"(12.5,15.6]",-8.05113829469994
"(12.5,15.6]",11.9907932005262
"(12.5,15.6]",0.218819931911821
"(12.5,15.6]",25.5315433785299
"(12.5,15.6]",12.7498344170281
"(12.5,15.6]",1.363336869666
"(12.5,15.6]",3.35716747972801
"(12.5,15.6]",12.54387445728
"(12.5,15.6]",9.03583430218806
"(12.5,15.6]",14.9691486985499
"(12.5,15.6]",11.7432928721521
"(12.5,15.6]",20.1146255792459
"(12.5,15.6]",11.5114779973321
"(12.5,15.6]",15.9906251027399
"(7.7,12.5]",14.8520357003999
"(7.7,12.5]",9.677665967382
"(7.7,12.5]",13.8981196229101
"(7.7,12.5]",-13.5070996910759
"(7.7,12.5]",-4.38149668672795
"(7.7,12.5]",-27.7776885250561
"(7.7,12.5]",-17.2663379683499
"(7.7,12.5]",-1.14231438102006
"(7.7,12.5]",-6.41421262721988
"(7.7,12.5]",-13.1838375538741
"(7.7,12.5]",1.47094114510219
"(7.7,12.5]",-1.86302734054825
"(7.7,12.5]",21.1828605380041
"(7.7,12.5]",-1.67412633666008
"(7.7,12.5]",-8.54574779492994
"(7.7,12.5]",21.2559060951001
"(7.7,12.5]",26.8353014554858
"(7.7,12.5]",12.856177607244
"(7.7,12.5]",6.63567405617412
"(7.7,12.5]",23.5572378546421
"(7.7,12.5]",4.93210414567803
"(7.7,12.5]",6.39341553769782
"(7.7,12.5]",-27.2286169057802
"(7.7,12.5]",-24.3937054811518
"(7.7,12.5]",-24.2643925403461
"(7.7,12.5]",-13.9560658391999
"(7.7,12.5]",-8.373972106386
"(7.7,12.5]",-22.0286966457422
"(7.7,12.5]",-8.35550463464394
"(7.7,12.5]",-14.6129745981658
"(7.7,12.5]",-15.9203132517781
"(7.7,12.5]",-2.34929749678804
"(7.7,12.5]",-2.47540422500997
"(7.7,12.5]",-0.401735492850002
"(7.7,12.5]",0.569846572469942
"(7.7,12.5]",10.5629546969462
"(7.7,12.5]",-27.1889518354862
"(7.7,12.5]",-36.0763903894021
"(7.7,12.5]",-6.92076848938194
"(7.7,12.5]",19.1525748540661
"(7.7,12.5]",17.3785739666579
"(7.7,12.5]",4.61870541112821
"(7.7,12.5]",12.9133543789979
"(7.7,12.5]",30.0963605804761
"(7.7,12.5]",22.1292699610921
"(7.7,12.5]",0.78566728548585
"(7.7,12.5]",-8.83478531682012
"(7.7,12.5]",5.29941829751997
"(7.7,12.5]",2.79174493749597
"(7.7,12.5]",1.06094187465623
"(7.7,12.5]",-0.779578085190042
"(7.7,12.5]",6.16829185138788
"(7.7,12.5]",16.5596867659679
"(7.7,12.5]",-5.58391599174583
"(7.7,12.5]",27.2244846923339
"(7.7,12.5]",4.87435751531411
"(7.7,12.5]",-3.87739821537607
"(7.7,12.5]",-32.3982061158839
"(7.7,12.5]",-9.51672584871624
"(7.7,12.5]",-9.97270726202994
"(7.7,12.5]",0.17512409013616
"(7.7,12.5]",17.274579239988
"(7.7,12.5]",4.99983334451999
"(7.7,12.5]",5.74632343757384
"(7.7,12.5]",20.0299128497101
"(12.5,15.6]",15.0046515866818
"(12.5,15.6]",43.6190290211039
"(15.6,1e+03]",-8.56530746063988
"(15.6,1e+03]",-5.73433357968597
"(15.6,1e+03]",24.4690080497581
"(12.5,15.6]",-6.900664672986
"(12.5,15.6]",-6.601050849084
"(12.5,15.6]",-7.23669065452812
"(15.6,1e+03]",13.640890839474
"(15.6,1e+03]",26.460919780296
"(12.5,15.6]",3.83368270060191
"(12.5,15.6]",15.129531425034
"(12.5,15.6]",6.54648651205806
"(12.5,15.6]",32.8719912240899
"(12.5,15.6]",28.4456624790359
"(12.5,15.6]",20.4653239807259
"(12.5,15.6]",5.64115108290016
"(12.5,15.6]",8.78254449428376
"(12.5,15.6]",5.8909645467601
"(12.5,15.6]",6.27635159902194
"(12.5,15.6]",-5.64681678755378
"(15.6,1e+03]",19.6068110645759
"(15.6,1e+03]",17.81053875153
"(15.6,1e+03]",14.3895758313602
"(15.6,1e+03]",15.9553304772778
"(15.6,1e+03]",9.64830705921624
"(15.6,1e+03]",33.548931365328
"(15.6,1e+03]",19.6336304230618
"(15.6,1e+03]",12.4368024645481
"(15.6,1e+03]",20.0708398842961
"(15.6,1e+03]",18.9488221294018
"(15.6,1e+03]",-9.55411887641394
"(15.6,1e+03]",-11.1593920430701
"(15.6,1e+03]",1.71133374174596
"(15.6,1e+03]",18.6030627494699
"(15.6,1e+03]",20.4763261449301
"(15.6,1e+03]",5.51478781291817
"(15.6,1e+03]",1.53894201900584
"(15.6,1e+03]",-1.36394051291408
"(15.6,1e+03]",26.2801579057858
"(15.6,1e+03]",10.359422381118
"(15.6,1e+03]",10.4924153820781
"(15.6,1e+03]",23.3354029631759
"(15.6,1e+03]",10.6023799568159
"(15.6,1e+03]",9.36024879305394
"(15.6,1e+03]",10.9693397961962
"(15.6,1e+03]",16.0944799195499
"(15.6,1e+03]",18.2715731507758
"(15.6,1e+03]",13.1965540260241
"(15.6,1e+03]",0.152020987703963
"(15.6,1e+03]",3.26758324580414
"(15.6,1e+03]",6.15230072000406
"(15.6,1e+03]",1.67638818321002
"(15.6,1e+03]",1.62188849428813
"(15.6,1e+03]",2.58759404479779
"(15.6,1e+03]",10.984274124294
"(7.7,12.5]",0.414360017909985
"(7.7,12.5]",-1.49077536929981
"(7.7,12.5]",-5.74503315501024
"(7.7,12.5]",-2.56956478681186
"(7.7,12.5]",1.89862849677002
"(7.7,12.5]",0.837870234149886
"(7.7,12.5]",-6.353481795276
"(7.7,12.5]",5.87669456934009
"(7.7,12.5]",7.604073386196
"(7.7,12.5]",6.91222650601194
"(7.7,12.5]",3.52840618231812
"(7.7,12.5]",0.231593084004089
"(7.7,12.5]",-7.42883601645018
"(7.7,12.5]",-15.7985138695259
"(7.7,12.5]",1.47354106437015
"(7.7,12.5]",2.53550222240383
"(7.7,12.5]",-6.99974267214612
"(7.7,12.5]",0.74357454693609
"(7.7,12.5]",-16.2983940114662
"(7.7,12.5]",11.9894076751322
"(7.7,12.5]",1.45204916984976
"(7.7,12.5]",5.85141873069606
"(7.7,12.5]",10.6098464294279
"(7.7,12.5]",-2.92417625332792
"(15.6,1e+03]",-40.3636870960501
"(7.7,12.5]",-24.1420336535041
"(7.7,12.5]",-17.6958657650638
"(7.7,12.5]",-10.7463382168381
"(7.7,12.5]",-9.87729465619788
"(7.7,12.5]",-5.30627999828412
"(7.7,12.5]",-16.2148773550019
"(7.7,12.5]",-12.345705028668
"(7.7,12.5]",21.9304555709879
"(7.7,12.5]",10.4614122258181
"(7.7,12.5]",3.68626483472399
"(7.7,12.5]",2.767471154748
"(7.7,12.5]",12.0985670416859
"(7.7,12.5]",-6.41006122753806
"(7.7,12.5]",2.2713419006881
"(7.7,12.5]",8.629565064276
"(7.7,12.5]",13.9212128123759
"(7.7,12.5]",6.50204071561794
"(7.7,12.5]",13.2517747281659
